kode_produk,nama,harga,deskripsi
S0000140,maximized Kesehatan Mata Teal ,288536,"maximized Kesehatan Mata Teal  Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus."
S0000141,hub Jam Tangan Puce ,296881,"hub Jam Tangan Puce  Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis. Ut at dolor quis odio consequat varius."
S0000142,Phased Batik Wanita Crimson ,347878,"Phased Batik Wanita Crimson  Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus."
S0000143,Centralized Perawatan Rambut Crimson ,790307,"Centralized Perawatan Rambut Crimson  Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus. Duis at velit eu est congue elementum."
S0000144,asymmetric Aksesoris Mobil Maroon ,108071,asymmetric Aksesoris Mobil Maroon  Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus.
S0000145,focus group Sepatu Anak Perempuan Khaki ,326111,focus group Sepatu Anak Perempuan Khaki  Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum. Integer a nibh.
S0000146,circuit Jam Tangan Puce ,1068769,circuit Jam Tangan Puce  Aenean lectus. Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum.
S0000147,logistical Basket Aquamarine ,1052821,"logistical Basket Aquamarine  Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero."
S0000148,multi-state Kesehatan Lainnya Maroon ,1020974,"multi-state Kesehatan Lainnya Maroon  Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat."
S0000149,Automated Mandi & Perawatan Tubuh Red ,137688,"Automated Mandi & Perawatan Tubuh Red  Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem."
S0000150,homogeneous Obat & Alat Kesehatan Violet ,43936,"homogeneous Obat & Alat Kesehatan Violet  Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui."
S0000151,Business-focused Aksesoris Goldenrod ,352303,Business-focused Aksesoris Goldenrod  Phasellus sit amet erat. Nulla tempus. Vivamus in felis eu sapien cursus vestibulum.
S0000152,Exclusive Baju Muslim Anak Crimson ,69870,Exclusive Baju Muslim Anak Crimson  In congue. Etiam justo. Etiam pretium iaculis justo.
S0000153,superstructure Aksesoris Rambut Anak Crimson ,789040,superstructure Aksesoris Rambut Anak Crimson  Aenean lectus. Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum.
S0000154,Pre-emptive Diet & Vitamin Red ,242972,Pre-emptive Diet & Vitamin Red  Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum. Aliquam non mauris.
S0000155,Inverse Perhiasan Anak Blue ,249680,Inverse Perhiasan Anak Blue  In hac habitasse platea dictumst. Etiam faucibus cursus urna. Ut tellus.
S0000156,project Bawahan Mauv ,788962,project Bawahan Mauv  Sed ante. Vivamus tortor. Duis mattis egestas metus.
S0000157,Robust Kesehatan Wanita Khaki ,633287,Robust Kesehatan Wanita Khaki  In congue. Etiam justo. Etiam pretium iaculis justo.
S0000158,national Aksesoris Mobil Violet ,510923,national Aksesoris Mobil Violet  In quis justo. Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet.
S0000159,Switchable Tas Khaki ,983838,Switchable Tas Khaki  Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus.
S0000160,initiative Peralatan Make Up Maroon ,180761,initiative Peralatan Make Up Maroon  Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros. Suspendisse accumsan tortor quis turpis.
S0000161,human-resource Atasan Turquoise ,844865,human-resource Atasan Turquoise  Sed ante. Vivamus tortor. Duis mattis egestas metus.
S0000162,impactful Perawatan Rambut Green ,52354,"impactful Perawatan Rambut Green  Curabitur at ipsum ac tellus semper interdum. Mauris ullamcorper purus sit amet nulla. Quisque arcu libero, rutrum ac, lobortis vel, dapibus at, diam."
S0000163,multimedia Aksesoris Bayi Crimson ,920501,"multimedia Aksesoris Bayi Crimson  Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus."
S0000164,forecast Aksesoris Red ,296573,"forecast Aksesoris Red  Vestibulum quam sapien, varius ut, blandit non, interdum in, ante. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio. Curabitur convallis."
S0000165,intangible Pakaian Dalam Wanita Crimson ,406598,"intangible Pakaian Dalam Wanita Crimson  In sagittis dui vel nisl. Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus."
S0000166,migration Perawatan Mata Turquoise ,838291,"migration Perawatan Mata Turquoise  Curabitur gravida nisi at nibh. In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem."
S0000167,Face to face Jam Tangan Purple ,1147062,"Face to face Jam Tangan Purple  Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus."
S0000168,Reverse-engineered Mandi & Perawatan Tubuh Goldenrod ,1121911,Reverse-engineered Mandi & Perawatan Tubuh Goldenrod  In quis justo. Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet.
S0000169,Organized Kamera Mauv ,791082,"Organized Kamera Mauv  Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est."
S0000170,fault-tolerant Laptop Maroon ,168875,fault-tolerant Laptop Maroon  Etiam vel augue. Vestibulum rutrum rutrum neque. Aenean auctor gravida sem.
S0000171,benchmark Kosmetik Blue ,1050152,benchmark Kosmetik Blue  Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum. Integer a nibh.
S0000172,monitoring Tas Aquamarine ,438745,monitoring Tas Aquamarine  Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros. Suspendisse accumsan tortor quis turpis.
S0000173,Fundamental Sepatu Anak Perempuan Maroon ,333018,Fundamental Sepatu Anak Perempuan Maroon  In quis justo. Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet.
S0000174,24/7 Buku Sekolah Red ,639020,24/7 Buku Sekolah Red  Sed ante. Vivamus tortor. Duis mattis egestas metus.
S0000175,systematic Aksesoris Rambut Anak Yellow ,138913,"systematic Aksesoris Rambut Anak Yellow  Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis."
S0000176,disintermediate Dress Yellow ,705779,"disintermediate Dress Yellow  Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero."
S0000177,model Sepatu Green ,938354,model Sepatu Green  Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo. Morbi ut odio.
S0000178,alliance Baju Tidur Red ,759862,"alliance Baju Tidur Red  In sagittis dui vel nisl. Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus."
S0000179,eco-centric Boneka Teal ,376596,"eco-centric Boneka Teal  Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla. Sed vel enim sit amet nunc viverra dapibus. Nulla suscipit ligula in lacus."
S0000180,eco-centric Aksesoris Yellow ,594872,eco-centric Aksesoris Yellow  Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum. Aliquam non mauris.
S0000181,asymmetric Baju Tidur Mauv ,881821,asymmetric Baju Tidur Mauv  Nulla ut erat id mauris vulputate elementum. Nullam varius. Nulla facilisi.
S0000182,portal Perawatan Rambut Puce ,307872,portal Perawatan Rambut Puce  Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum. Aliquam non mauris.
S0000183,moderator Obat & Alat Kesehatan Purple ,291857,"moderator Obat & Alat Kesehatan Purple  Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus."
S0000184,Managed Makanan Khaki ,761938,Managed Makanan Khaki  Phasellus sit amet erat. Nulla tempus. Vivamus in felis eu sapien cursus vestibulum.
S0000185,superstructure Aksesoris Turquoise ,1102226,superstructure Aksesoris Turquoise  Fusce consequat. Nulla nisl. Nunc nisl.
S0000186,projection Pakaian Dalam Wanita Khaki ,619828,"projection Pakaian Dalam Wanita Khaki  Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin risus. Praesent lectus."
S0000187,Inverse Kamar Tidur Fuscia kecil,69024,"Inverse Kamar Tidur Fuscia kecil Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat."
S0000188,upward-trending Pakaian Dalam Wanita Purple ,1104386,upward-trending Pakaian Dalam Wanita Purple  Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo. Morbi ut odio.
S0000189,Virtual Outerwear Goldenrod ,554917,"Virtual Outerwear Goldenrod  Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem."
S0000190,non-volatile Celana Red ,1131419,"non-volatile Celana Red  Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus. Duis at velit eu est congue elementum."
S0000191,User-centric Kamera Violet ,328122,User-centric Kamera Violet  Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy. Integer non velit.
S0000192,Customizable Grooming Red ,1083265,Customizable Grooming Red  In quis justo. Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet.
S0000193,Right-sized Pakaian Dalam Wanita Maroon ,1050594,"Right-sized Pakaian Dalam Wanita Maroon  Curabitur at ipsum ac tellus semper interdum. Mauris ullamcorper purus sit amet nulla. Quisque arcu libero, rutrum ac, lobortis vel, dapibus at, diam."
S0000194,installation Buku Sekolah Indigo ,1048735,"installation Buku Sekolah Indigo  Praesent blandit. Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede."
S0000195,"Polarised Perawatan Tangan, Kaki dan Kuku Goldenrod ",33786,"Polarised Perawatan Tangan, Kaki dan Kuku Goldenrod  Sed ante. Vivamus tortor. Duis mattis egestas metus."
S0000196,website Makanan Goldenrod ,734845,website Makanan Goldenrod  Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum. Aliquam non mauris.
S0000197,clear-thinking Kesehatan Lainnya Fuscia ,83624,clear-thinking Kesehatan Lainnya Fuscia  Phasellus in felis. Donec semper sapien a libero. Nam dui.
S0000198,frame Obat & Alat Kesehatan Purple ,475928,frame Obat & Alat Kesehatan Purple  Integer ac leo. Pellentesque ultrices mattis odio. Donec vitae nisi.
S0000199,extranet Tas Anak Khaki ,750763,"extranet Tas Anak Khaki  Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus."
S0000200,Organic Aksesoris Jilbab Maroon ,526340,Organic Aksesoris Jilbab Maroon  Duis bibendum. Morbi non quam nec dui luctus rutrum. Nulla tellus.
S0000201,Intuitive Sepatu Yellow ,576840,Intuitive Sepatu Yellow  Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus.
S0000202,value-added Outerwear Red ,457523,"value-added Outerwear Red  Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl."
S0000203,incremental Komputer Mauv ,357997,"incremental Komputer Mauv  Praesent blandit. Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede."
S0000204,optimal Atasan Maroon ,705404,"optimal Atasan Maroon  Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros."
S0000205,leverage Minuman Crimson ,1012918,leverage Minuman Crimson  Sed ante. Vivamus tortor. Duis mattis egestas metus.
S0000206,workforce Laptop Aquamarine ,464126,"workforce Laptop Aquamarine  In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo."
S0000207,Self-enabling Buku Sekolah Turquoise ,1011868,"Self-enabling Buku Sekolah Turquoise  Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus."
S0000208,model Dress Teal ,574469,"model Dress Teal  Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat."
S0000209,eco-centric Health Products Turquoise ,1141964,eco-centric Health Products Turquoise  Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus.
S0000210,website Outerwear Khaki ,1090020,"website Outerwear Khaki  Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est."
S0000211,Business-focused Tas Blue ,504398,Business-focused Tas Blue  Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque.
S0000212,optimal Tas Anak Orange ,594740,optimal Tas Anak Orange  Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo. Morbi ut odio.
S0000213,interface Minuman Orange ,845383,"interface Minuman Orange  Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis."
S0000214,eco-centric TV Turquoise kecil,683814,"eco-centric TV Turquoise kecil Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus."
S0000215,Front-line Alat Tulis Orange ,1101737,"Front-line Alat Tulis Orange  Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui."
S0000216,core Aksesoris Rambut Indigo ,146834,"core Aksesoris Rambut Indigo  Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus."
S0000217,Automated Laptop Khaki ,231602,"Automated Laptop Khaki  Curabitur at ipsum ac tellus semper interdum. Mauris ullamcorper purus sit amet nulla. Quisque arcu libero, rutrum ac, lobortis vel, dapibus at, diam."
S0000218,flexibility Aksesoris Mobil Blue ,879390,"flexibility Aksesoris Mobil Blue  Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis. Ut at dolor quis odio consequat varius."
S0000219,"Decentralized Perawatan Tangan, Kaki dan Kuku Blue ",888128,"Decentralized Perawatan Tangan, Kaki dan Kuku Blue  Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti."
S0000220,24/7 Dress Purple ,549107,"24/7 Dress Purple  Praesent blandit. Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede."
S0000221,Compatible Atasan Violet ,1161174,Compatible Atasan Violet  Duis bibendum. Morbi non quam nec dui luctus rutrum. Nulla tellus.
S0000222,Stand-alone Batik Wanita Blue ,711628,Stand-alone Batik Wanita Blue  Etiam vel augue. Vestibulum rutrum rutrum neque. Aenean auctor gravida sem.
S0000223,asynchronous Baju Tidur Fuscia ,1095053,"asynchronous Baju Tidur Fuscia  Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros."
S0000224,Persevering Tas Blue ,291170,"Persevering Tas Blue  Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros."
S0000225,Monitored Aksesoris Mobil Indigo ,282505,Monitored Aksesoris Mobil Indigo  Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat.
S0000226,application Bawahan Puce ,137099,"application Bawahan Puce  Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus."
S0000227,encompassing Laptop Mauv ,1136946,"encompassing Laptop Mauv  Praesent blandit. Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede."
S0000228,Universal Kosmetik Goldenrod ,279127,Universal Kosmetik Goldenrod  Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque.
S0000229,moderator Aksesoris Green ,214812,moderator Aksesoris Green  Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros. Suspendisse accumsan tortor quis turpis.
S0000230,function Styling Rambut Violet ,214703,"function Styling Rambut Violet  Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh."
S0000231,Fundamental Basket Aquamarine ,179684,"Fundamental Basket Aquamarine  Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero."
S0000232,Front-line Sepatu Anak Perempuan Fuscia ,14165,"Front-line Sepatu Anak Perempuan Fuscia  Praesent blandit. Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede."
S0000233,5th generation Diet & Vitamin Purple ,548687,5th generation Diet & Vitamin Purple  Fusce consequat. Nulla nisl. Nunc nisl.
S0000234,attitude-oriented Setelan Muslim Indigo ,149249,"attitude-oriented Setelan Muslim Indigo  Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat."
S0000235,Grass-roots Sepatu Blue ,611202,"Grass-roots Sepatu Blue  In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo."
S0000236,fault-tolerant Novel Sastra Yellow ,1038850,fault-tolerant Novel Sastra Yellow  Fusce consequat. Nulla nisl. Nunc nisl.
S0000237,task-force Aksesoris Jilbab Goldenrod kecil,832908,task-force Aksesoris Jilbab Goldenrod kecil Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque.
S0000238,groupware Handphone Puce ,899402,"groupware Handphone Puce  Curabitur gravida nisi at nibh. In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem."
S0000239,Inverse Atasan Green ,80846,"Inverse Atasan Green  Praesent blandit. Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede."
S0000240,cohesive Sepatu Anak Perempuan Yellow ,699712,"cohesive Sepatu Anak Perempuan Yellow  Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh."
S0000241,bifurcated Peralatan Make Up Khaki ,939559,"bifurcated Peralatan Make Up Khaki  Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti."
S0000242,Universal Novel Sastra Green ,568980,"Universal Novel Sastra Green  Curabitur at ipsum ac tellus semper interdum. Mauris ullamcorper purus sit amet nulla. Quisque arcu libero, rutrum ac, lobortis vel, dapibus at, diam."
S0000243,heuristic Styling Rambut Pink ,1082480,"heuristic Styling Rambut Pink  Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit."
S0000244,content-based Outerwear Green ,762760,content-based Outerwear Green  Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy. Integer non velit.
S0000245,Reduced Perhiasan Fashion Blue ,322331,Reduced Perhiasan Fashion Blue  Phasellus in felis. Donec semper sapien a libero. Nam dui.
S0000246,zero administration Aksesoris Rambut Anak Indigo ,950047,"zero administration Aksesoris Rambut Anak Indigo  Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est."
S0000247,Open-source Outerwear Pink ,320282,Open-source Outerwear Pink  Pellentesque at nulla. Suspendisse potenti. Cras in purus eu magna vulputate luctus.
S0000248,Centralized Baju Tidur Fuscia ,112266,"Centralized Baju Tidur Fuscia  Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus."
S0000249,Integrated Setelan Muslim Orange ,1089898,"Integrated Setelan Muslim Orange  Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus."
S0000250,value-added Atasan Purple ,892895,value-added Atasan Purple  Fusce consequat. Nulla nisl. Nunc nisl.
